OBJECTID,Valor en pesos ($),Localidad,Sector Catastral,Identificador único de la manzana,coord_x,coord_y
107007,1700000,SANTA FE,LA MACARENA,008105025,"-74,0639876855","4,614603832151532"
107039,1800000,TEUSAQUILLO,LAS AMERICAS,007107022,"-74,0787257865","4,625573746151874"
107040,540000,TEUSAQUILLO,LAS AMERICAS,007107007,"-74,07888339799999","4,631047763652058"
107060,1700000,SANTA FE,LA MACARENA,008105016,"-74,06456903850003","4,615319469651535"
107160,2200000,TEUSAQUILLO,SAN LUIS,007202040,"-74,07170056500001","4,644841039652541"
107163,2200000,TEUSAQUILLO,SAN LUIS,007202026,"-74,070232223","4,6451011496525165"
107179,1500000,TEUSAQUILLO,ESTRELLA,007106005,"-74,0752413855","4,619946123151682"
107184,1800000,TEUSAQUILLO,CHAPINERO OCCIDENTAL,007203005,"-74,06572106200002","4,6467656546525795"
107190,2000000,TEUSAQUILLO,QUESADA,007204015,"-74,0687241485","4,640180827652352"
107215,2000000,TEUSAQUILLO,ALFONSO LOPEZ,007209033,"-74,07588851999998","4,640526588152374"
107225,2200000,SANTA FE,LA ALAMEDA,003101012,"-74,0728318045","4,611356665151446"
107282,2000000,TEUSAQUILLO,GALERIAS,007207011,"-74,0765725425","4,643158565152457"
107286,3500000,TEUSAQUILLO,BANCO CENTRAL,007208018,"-74,07102209550001","4,641384426652402"
107291,4300000,SANTA FE,LAS NIEVES,003102007,"-74,07031905949998","4,610845002151429"
107300,1800000,TEUSAQUILLO,LA SOLEDAD,007101019,"-74,07391724499999","4,632001768652099"
107338,600000,TEUSAQUILLO,BELALCAZAR,007206012,"-74,07714441299998","4,638234476152311"
107372,2000000,TEUSAQUILLO,LAS AMERICAS,007107027,"-74,08000314200001","4,626021571151899"
107404,2000000,TEUSAQUILLO,TEUSAQUILLO,007104036,"-74,07391129199999","4,620811326151733"
107425,2000000,TEUSAQUILLO,BELALCAZAR,007206005,"-74,077597132","4,637503496652267"
107426,2000000,TEUSAQUILLO,BANCO CENTRAL,007208021,"-74,07099022150001","4,644462267152497"
107474,1500000,LOS MARTIRES,SAMPER MENDOZA,006108015,"-74,0835975325","4,618348202651643"
107478,450000,LOS MARTIRES,FLORIDA,006101014,"-74,080590925","4,623723673151829"
107481,1500000,LOS MARTIRES,FLORIDA,006101004,"-74,07948098699998","4,6209740761517235"
107482,1500000,LOS MARTIRES,FLORIDA,006101019,"-74,08022919000001","4,621858812151766"
107485,405000,LOS MARTIRES,SANTA FE,006103023,"-74,077783313","4,613208827151482"
107486,1200000,LOS MARTIRES,SANTA FE,006103030,"-74,0769469295","4,615596300151557"
107503,1700000,SANTA FE,LA MACARENA,008105015,"-74,06453506650001","4,615868256651563"
107557,2000000,TEUSAQUILLO,SANTA TERESITA,007102001,"-74,068096594","4,632268143652107"
107580,540000,TEUSAQUILLO,SANTA TERESITA,007102030,"-74,0724598045","4,631592474652077"
107663,2000000,TEUSAQUILLO,CHAPINERO OCCIDENTAL,007203010,"-74,0663478205","4,642313359152449"
107732,2000000,TEUSAQUILLO,BELALCAZAR,007206027,"-74,0767268935","4,637582467652292"
107768,2200000,TEUSAQUILLO,CHAPINERO OCCIDENTAL,007203037,"-74,06856753399998","4,644094563152471"
107783,1500000,LOS MARTIRES,USATAMA,006110001,"-74,08299993","4,62199878765176"
107833,2000000,TEUSAQUILLO,BANCO CENTRAL,007208004,"-74,0696304795","4,641296200652394"
107842,1250000,LOS MARTIRES,SANTA FE,006103061,"-74,07966935649998","4,618739895151672"
107850,2100000,TEUSAQUILLO,EL RECUERDO,006201053,"-74,09033156750002","4,63337377965215"
107853,2100000,TEUSAQUILLO,EL RECUERDO,006201003,"-74,0842104315","4,629515422652007"
107856,2500000,TEUSAQUILLO,GRAN AMERICA,006202009,"-74,08268053999998","4,628770937151977"
107862,720000,TEUSAQUILLO,LA ESMERALDA,005111002,"-74,0866928495","4,646443299152569"
107954,450000,TEUSAQUILLO,ESTRELLA,007106016,"-74,07697070749998","4,621788695151759"
107966,1350000,LOS MARTIRES,SANTA FE,006103005,"-74,075390129","4,611458116151425"
107987,1900000,TEUSAQUILLO,EL RECUERDO,006201027,"-74,0865959285","4,630633382652064"
108009,1500000,LOS MARTIRES,FLORIDA,006101011,"-74,08084912999999","4,622926859651784"
108023,1200000,LOS MARTIRES,LA FAVORITA,006104025,"-74,07992154499999","4,608130389151348"
108026,1200000,LOS MARTIRES,LA FAVORITA,006104015,"-74,07787076649998","4,611555519651434"
108105,1350000,LOS MARTIRES,EL LISTON,006106024,"-74,08467646049999","4,612262333651438"
108122,1900000,TEUSAQUILLO,EL RECUERDO,006201024,"-74,08501399299999","4,631744839152111"
108140,1700000,SANTA FE,LA MACARENA,008105010,"-74,06592007400002","4,614375101651526"
108169,2800000,SANTA FE,SAGRADO CORAZON,008101009,"-74,068191203","4,623210946651805"
108221,1800000,TEUSAQUILLO,SANTA TERESITA,007102015,"-74,07019155699999","4,6314708011520604"
108227,1800000,TEUSAQUILLO,LA MAGDALENA,007103004,"-74,06943073050002","4,627231241151922"
108269,540000,TEUSAQUILLO,LA SOLEDAD,007101034,"-74,07609749950001","4,627919450151944"
108318,2000000,TEUSAQUILLO,LA SOLEDAD,007101007,"-74,07361096650001","4,625116381151869"
108354,2100000,TEUSAQUILLO,EL RECUERDO,006201043,"-74,088095998","4,632403179652098"
108361,1800000,TEUSAQUILLO,CHAPINERO OCCIDENTAL,007203021,"-74,067097251","4,643795372152482"
108384,1100000,SANTA FE,LA ALAMEDA,003101012,"-74,0735701895","4,611106768651397"
108425,1800000,TEUSAQUILLO,PALERMO,007205009,"-74,06939494400001","4,634149635152168"
108438,1800000,TEUSAQUILLO,PALERMO,007205020,"-74,0716379685","4,633898348652157"
108441,2000000,TEUSAQUILLO,GALERIAS,007207004,"-74,07317349800002","4,640903683152363"
108442,81000,TEUSAQUILLO,GALERIAS,007207014,"-74,07744401900001","4,643590446152493"
108501,1800000,TEUSAQUILLO,PALERMO,007205034,"-74,073089652","4,634229362652176"
108512,480000,SANTA FE,LA ALAMEDA,003101016,"-74,07154305850003","4,612263728651433"
108522,560000,TEUSAQUILLO,SAN LUIS,007202006,"-74,06848494299999","4,645845584652541"
108525,1800000,TEUSAQUILLO,CHAPINERO OCCIDENTAL,007203011,"-74,066832167","4,6412064216523845"
108534,2200000,TEUSAQUILLO,PALERMO,007205027,"-74,072273067","4,63354311415217"
108555,1800000,TEUSAQUILLO,CHAPINERO OCCIDENTAL,007203010,"-74,0666544035","4,64236468465246"
108577,1900000,SANTA FE,SAN DIEGO,008107013,"-74,067650808","4,614040843651507"
108585,750000,LOS MARTIRES,SANTA FE,006103065,"-74,08104274899998","4,616991212151626"
108608,2200000,TEUSAQUILLO,CHAPINERO OCCIDENTAL,007203021,"-74,067044281","4,64410263765249"
108622,2400000,SANTA FE,LA MERCED,008103005,"-74,06593203099999","4,621403806151743"
108626,1800000,TEUSAQUILLO,ALFONSO LOPEZ,007209006,"-74,07059683150001","4,6386218591522965"
108672,3500000,TEUSAQUILLO,LA ESMERALDA,005111009,"-74,0904040225","4,642876647152461"
108691,2100000,SANTA FE,SAN DIEGO,008107013,"-74,06712497550001","4,6140104676514895"
108734,1700000,SANTA FE,LA MACARENA,008105009,"-74,0657480015","4,61508242465155"
108736,510000,SANTA FE,LA MACARENA,008105022,"-74,06422185150001","4,614897903651515"
108754,1950000,SANTA FE,SAGRADO CORAZON,008101001,"-74,067916104","4,627784746651958"
108769,1800000,TEUSAQUILLO,ALFONSO LOPEZ,007209034,"-74,0760739065","4,639484361152344"
108801,2100000,TEUSAQUILLO,EL RECUERDO,006201045,"-74,08865599","4,633471606152149"
108815,3300000,SANTA FE,SAMPER,008108013,"-74,06976554050001","4,618876653151667"
109000,2000000,TEUSAQUILLO,LA MAGDALENA,007103026,"-74,07266683399999","4,628061369151967"
109028,1100000,PUENTE ARANDA,CUNDINAMARCA,006211002,"-74,08874775449999","4,6222677671517935"
109068,600000,TEUSAQUILLO,ACEVEDO TEJADA,005107005,"-74,08095216449999","4,62962707365201"
109087,3500000,TEUSAQUILLO,GALERIAS,007207005,"-74,07366208149998","4,641930744152426"
109102,2000000,TEUSAQUILLO,BELALCAZAR,007206019,"-74,07766766450001","4,642828728652454"
109103,2000000,TEUSAQUILLO,GALERIAS,007207025,"-74,07690208300002","4,641500751152431"
109172,1800000,TEUSAQUILLO,LA SOLEDAD,007101060,"-74,07764058149999","4,629513994652021"
109174,1800000,TEUSAQUILLO,SANTA TERESITA,007102005,"-74,06856029250002","4,629771897152037"
109216,1800000,TEUSAQUILLO,ALFONSO LOPEZ,007209035,"-74,0764165825","4,638905800152327"
109276,1800000,TEUSAQUILLO,SANTA TERESITA,007102035,"-74,07369292850001","4,632951178652137"
109283,1200000,LOS MARTIRES,LA FAVORITA,006104010,"-74,07769799899998","4,608941530151357"
109289,1040000,TEUSAQUILLO,LAS AMERICAS,007107006,"-74,0771286815","4,625143338651883"
109307,1900000,SANTA FE,SAN DIEGO,008107011,"-74,0684720315","4,614563335651539"
109310,2204000,SANTA FE,SAMPER,008108007,"-74,06953805","4,617578459151642"
109318,1350000,LOS MARTIRES,SANTA FE,006103058,"-74,080994154","4,615542313651549"
109337,1800000,SANTA FE,SAN MARTIN,008109009,"-74,06742524200001","4,616254663651587"
109352,600000,TEUSAQUILLO,SAN LUIS,007202046,"-74,07202925649997","4,646076574652556"
109353,2200000,TEUSAQUILLO,SAN LUIS,007202059,"-74,07357735000002","4,645616793152531"
109372,1950000,SANTA FE,SAGRADO CORAZON,008101001,"-74,067734148","4,627887067151951"
109380,3400000,SANTA FE,SAN DIEGO,008107002,"-74,07156926849999","4,6155020756515786"
109405,2400000,TEUSAQUILLO,RAFAEL NUNEZ,005117002,"-74,0863491065","4,643727121652486"
109605,2500000,LOS MARTIRES,RICAURTE,004101024,"-74,0907912545","4,609312140151344"
109620,1850000,TEUSAQUILLO,CENTRO ADMINISTRATIVO OCC.,005109004,"-74,091738865","4,642146514652408"
109723,1400000,PUENTE ARANDA,PENSILVANIA,004201001,"-74,09255225550001","4,61418673265152"
109769,2500000,LOS MARTIRES,RICAURTE,004101020,"-74,089781158","4,611081681651411"
109771,3100000,LOS MARTIRES,RICAURTE,004101034,"-74,09113554550001","4,610096157151398"
109984,2200000,TEUSAQUILLO,QUINTA PAREDES,006209013,"-74,093492438","4,633282283152139"
109985,3500000,TEUSAQUILLO,QUINTA PAREDES,006209011,"-74,0940471035","4,63290620665212"
110052,2500000,LOS MARTIRES,RICAURTE,004101023,"-74,09028671500002","4,610470844151388"
110064,2200000,TEUSAQUILLO,ORTEZAL,006208012,"-74,09549476499998","4,630313854152021"
110186,1300000,PUENTE ARANDA,ESTACION CENTRAL,006204031,"-74,0956129825","4,619120629151656"
110260,3500000,TEUSAQUILLO,QUINTA PAREDES,006209020,"-74,09483459149999","4,63415446015216"
110271,2200000,TEUSAQUILLO,QUINTA PAREDES,006209019,"-74,0943380235","4,634459930652193"
110272,261000,SANTA FE,PARQUE NACIONAL ORIENTAL,008106040,"-74,06440506549998","4,612324653651452"
110354,2800000,LOS MARTIRES,RICAURTE,004101044,"-74,09302234199998","4,609553236651365"
110407,180000,SANTA FE,PARQUE NACIONAL ORIENTAL,008102001,"-74,05962313","4,620826024651729"
110428,1850000,TEUSAQUILLO,CENTRO ADMINISTRATIVO OCC.,005109004,"-74,09413489550002","4,64379894115248"
110540,1850000,TEUSAQUILLO,CENTRO ADMINISTRATIVO OCC.,005109004,"-74,0932312095","4,641309190652411"
110547,1300000,PUENTE ARANDA,LOS EJIDOS,004208044,"-74,09560370950001","4,621491116151775"
110578,390000,PUENTE ARANDA,ESTACION CENTRAL,006204033,"-74,090035986","4,616873109651586"
110592,2200000,TEUSAQUILLO,ORTEZAL,006208008,"-74,09371994399999","4,63068611665204"
110630,2500000,LOS MARTIRES,RICAURTE,004101034,"-74,09168672150003","4,6095519621513805"
110759,2800000,LOS MARTIRES,RICAURTE,004101034,"-74,09198759749998","4,610397950151388"
110773,1600000,PUENTE ARANDA,ESTACION CENTRAL,006204004,"-74,09202801750001","4,61498868965154"
110774,1400000,PUENTE ARANDA,ESTACION CENTRAL,006204027,"-74,09348378850001","4,621658814651758"
110811,1400000,PUENTE ARANDA,PENSILVANIA,004201002,"-74,093647151","4,613396266151488"
110890,750000,TEUSAQUILLO,QUINTA PAREDES,006209071,"-74,09629518350002","4,636072830152216"
110899,2650000,TEUSAQUILLO,ORTEZAL,006208015,"-74,0949589105","4,633185772652123"
111016,1300000,PUENTE ARANDA,INDUSTRIAL CENTENARIO,006205029,"-74,09108918199999","4,6245955811518495"
111039,3100000,LOS MARTIRES,RICAURTE,004101020,"-74,089493541","4,6113687331514335"
111120,1080000,PUENTE ARANDA,PENSILVANIA,004201003,"-74,0941683245","4,6123710256514725"
111173,750000,LOS MARTIRES,RICAURTE,004101045,"-74,09407578099999","4,608974680651362"
111219,1300000,PUENTE ARANDA,INDUSTRIAL CENTENARIO,006205029,"-74,09053326899999","4,624088174151847"
111241,2200000,TEUSAQUILLO,ORTEZAL,006208008,"-74,09388775699998","4,630618486152056"
111273,2500000,TEUSAQUILLO,ORTEZAL,006208005,"-74,0914578345","4,626601792151925"
111303,390000,PUENTE ARANDA,ESTACION CENTRAL,006204008,"-74,091175892","4,619230698651674"
111309,390000,PUENTE ARANDA,ESTACION CENTRAL,006204010,"-74,091927986","4,617925625151636"
111310,390000,PUENTE ARANDA,ESTACION CENTRAL,006204016,"-74,09231896699998","4,619232422151668"
111399,390000,PUENTE ARANDA,ESTACION CENTRAL,006204001,"-74,08806099099999","4,619986195151698"
111400,1400000,PUENTE ARANDA,ESTACION CENTRAL,006204021,"-74,0924904615","4,621822518651752"
111434,2500000,LOS MARTIRES,RICAURTE,004101023,"-74,09032695799999","4,610268990151397"
111469,2200000,TEUSAQUILLO,ORTEZAL,006208010,"-74,09446870100001","4,63072336615204"
111537,1700000,PUENTE ARANDA,PENSILVANIA,004201024,"-74,09531201250002","4,616665084151601"
111538,2650000,TEUSAQUILLO,ORTEZAL,006208020,"-74,09508050949998","4,633358141652144"
111541,2800000,LOS MARTIRES,RICAURTE,004101031,"-74,09017331700002","4,611896323151466"
111718,2200000,TEUSAQUILLO,ORTEZAL,006208016,"-74,0950555645","4,632227833152106"
125844,510000,KENNEDY,PROVIVIENDA ORIENTAL,004503093,"-74,12725246300002","4,615924553151588"
125919,1700000,KENNEDY,NUEVO TECHO,006507016,"-74,1308498985","4,6463754431525786"
125956,2300000,TEUSAQUILLO,ORTEZAL,006208056,"-74,098823476","4,635938549652225"
125961,1300000,PUENTE ARANDA,INDUSTRIAL CENTENARIO,006205024,"-74,09761014700001","4,624948153151859"
126007,435000,PUENTE ARANDA,SAN EUSEBIO,004572001,"-74,125983886","4,610431395151373"
126029,420000,PUENTE ARANDA,PENSILVANIA,004201038,"-74,099969383","4,6132505271514805"
126030,420000,PUENTE ARANDA,PENSILVANIA,004201048,"-74,09936518700002","4,612455686651458"
126051,1600000,PUENTE ARANDA,SAN EUSEBIO,004401031,"-74,127550963","4,609599985151384"
126062,76000,FONTIBON,VILLA ALSACIA,,"-74,12616609150001","4,644953648152505"
126064,2200000,TEUSAQUILLO,ORTEZAL,006208025,"-74,097132859","4,632035939152121"
126080,435000,PUENTE ARANDA,LA CAMELIA,004572001,"-74,118553133","4,613284264651499"
126109,1260000,FONTIBON,VILLA ALSACIA,,"-74,1260401875","4,645303032652512"
126119,480000,PUENTE ARANDA,SAN EUSEBIO,,"-74,12624415550002","4,609185317151354"
126135,76000,PUENTE ARANDA,CORREDOR FERREO DEL SUR,004572001,"-74,11837011899999","4,6134535361515026"
126170,660000,TEUSAQUILLO,ORTEZAL,,"-74,09749820600001","4,63434014115217"
126190,1400000,PUENTE ARANDA,PENSILVANIA,004201025,"-74,096079836","4,6156640591515785"
126195,81000,TEUSAQUILLO,QUINTA PAREDES,006216020,"-74,09568923699999","4,638271948152314"
126229,1500000,FONTIBON,FRANCO,006308002,"-74,123285727","4,6465608661525595"
126236,600000,KENNEDY,VILLA ALSACIA,006512005,"-74,12666366799999","4,643843730152469"
126240,2000000,KENNEDY,MARSELLA,006512002,"-74,12622142800001","4,639392218652343"
126241,1400000,FONTIBON,MONTEVIDEO,006307022,"-74,12045479","4,646643214152567"
126260,2300000,TEUSAQUILLO,ORTEZAL,006208056,"-74,09764442350001","4,637033212152266"
126303,76000,FONTIBON,VILLA ALSACIA,006512023,"-74,1239216505","4,641560401152402"
126324,2200000,TEUSAQUILLO,ORTEZAL,006208058,"-74,097158207","4,635688358152226"
126376,1400000,PUENTE ARANDA,PENSILVANIA,004201022,"-74,09667558799998","4,612781564151456"
126428,1900000,PUENTE ARANDA,PROVIVIENDA NORTE,004310020,"-74,12693253999998","4,6143743421515175"
126431,1050000,TEUSAQUILLO,CIUDAD SALITRE SUR-ORIENTAL,006217046,"-74,10748543600002","4,646891027652589"
126522,1800000,TEUSAQUILLO,CIUDAD SALITRE NOR-ORIENTAL,006216034,"-74,10182160650001","4,645691055652554"
126527,600000,KENNEDY,VILLA ALSACIA,006512002,"-74,127879767","4,63955272815233"
126604,2000000,KENNEDY,VILLA ALSACIA,006512002,"-74,127444811","4,6390780361523305"
126613,390000,KENNEDY,HIPOTECHO SUR,004502006,"-74,13043611149999","4,622339423151811"
126658,25000,TEUSAQUILLO,QUINTA PAREDES,006217060,"-74,09762812550002","4,637778524152281"
126667,1350000,PUENTE ARANDA,ORTEZAL,006208044,"-74,09740765950002","4,629989315652018"
126733,2200000,TEUSAQUILLO,ORTEZAL,006208029,"-74,09697073550001","4,634582179152185"
126751,1900000,KENNEDY,MARSELLA,006502069,"-74,127717859","4,634381477152184"
128240,420000,PUENTE ARANDA,PENSILVANIA,004201016,"-74,09537039949998","4,61306718165147"
128833,1300000,PUENTE ARANDA,INDUSTRIAL CENTENARIO,006205013,"-74,09466854600001","4,624241622651843"
54617,1700000,KENNEDY,PROVIVIENDA ORIENTAL,004503048,"-74,12921986199999","4,61602617515158"
54743,1700000,KENNEDY,PROVIVIENDA ORIENTAL,004503004,"-74,13128483950001","4,617399783651614"
54747,1700000,KENNEDY,PROVIVIENDA ORIENTAL,004503082,"-74,12999345450001","4,6120770931514565"
54856,1700000,KENNEDY,PROVIVIENDA ORIENTAL,004503052,"-74,129310377","4,617601858651621"
54859,510000,KENNEDY,PROVIVIENDA ORIENTAL,004503010,"-74,129459787","4,6141550106515306"
54868,510000,KENNEDY,PROVIVIENDA ORIENTAL,004503058,"-74,128106742","4,615234626151537"
54886,1900000,KENNEDY,HIPOTECHO OCCIDENTAL,004502041,"-74,13123711949999","4,622559123151791"
54971,1900000,KENNEDY,MARSELLA,006502061,"-74,128815323","4,632456403152104"
55027,1700000,KENNEDY,MARSELLA,006502020,"-74,130526242","4,630819267152053"
55030,1900000,KENNEDY,MARSELLA,006502012,"-74,12929165449998","4,63225354915212"
55184,1700000,KENNEDY,PROVIVIENDA ORIENTAL,004503091,"-74,13091648900001","4,612553795651454"
55351,510000,KENNEDY,MARSELLA,006502011,"-74,1298023075","4,633137329152156"
55482,1300000,KENNEDY,HIPOTECHO SUR,004551034,"-74,12745092749998","4,6213570836517395"
55486,1900000,KENNEDY,HIPOTECHO OCCIDENTAL,004502051,"-74,1308936165","4,6230940826517966"
55512,1500000,KENNEDY,HIPOTECHO,004501011,"-74,1304518135","4,6260346986519085"
55549,1300000,KENNEDY,HIPOTECHO SUR,004551049,"-74,12768947449999","4,618615569651672"
55579,1300000,KENNEDY,HIPOTECHO SUR,004551067,"-74,127959919","4,620154575651696"
55580,1300000,KENNEDY,HIPOTECHO SUR,004551027,"-74,1284735605","4,622143052651783"
55711,1020000,KENNEDY,NUEVO TECHO,,"-74,13106908750001","4,646303061652558"
55750,600000,KENNEDY,COOPERATIVA DE SUB-OFICIALES,,"-74,13093307100002","4,643441866152462"
55755,510000,KENNEDY,PROVIVIENDA ORIENTAL,,"-74,12975355649999","4,611368662651439"
55999,510000,KENNEDY,PROVIVIENDA ORIENTAL,,"-74,12942156400001","4,612458661651462"
56068,390000,KENNEDY,HIPOTECHO SUR,,"-74,1307603825","4,6227146321517925"
56091,1500000,KENNEDY,HIPOTECHO,004501056,"-74,129951063","4,62731659065193"
56098,1900000,KENNEDY,HIPOTECHO OCCIDENTAL,004502048,"-74,1317529035","4,623183276151801"
56121,720000,PUENTE ARANDA,ALQUERIA LA FRAGUA NORTE,,"-74,129058356","4,609217309151358"
56426,1900000,KENNEDY,MARSELLA,,"-74,12745757599998","4,63509678865219"
56739,1700000,KENNEDY,MARSELLA,006502059,"-74,13192296","4,633910505652174"
56834,1700000,KENNEDY,PROVIVIENDA ORIENTAL,004503012,"-74,1322372765","4,6170251096516015"
56908,1300000,KENNEDY,HIPOTECHO SUR,004551028,"-74,12882848849998","4,622212748151785"
56982,2000000,KENNEDY,COOPERATIVA DE SUB-OFICIALES,006501002,"-74,1297525645","4,643688252152456"
57082,510000,KENNEDY,PROVIVIENDA ORIENTAL,004503058,"-74,128350544","4,615243138151561"
57167,1700000,KENNEDY,HIPOTECHO SUR,004551048,"-74,12814395500001","4,618234934651632"
57376,450000,KENNEDY,HIPOTECHO,004501056,"-74,13037578250001","4,627360966651966"
57398,1700000,KENNEDY,MARSELLA,006502015,"-74,130124545","4,63106117765208"
57432,1300000,KENNEDY,HIPOTECHO SUR,004551014,"-74,127663687","4,622795095151812"
57433,1500000,KENNEDY,HIPOTECHO SUR,004551066,"-74,128349034","4,6198305956517185"
57535,450000,KENNEDY,HIPOTECHO,004501075,"-74,1275844175","4,629023838651991"
57672,1700000,KENNEDY,MARSELLA,006502013,"-74,129782312","4,631819637152099"
57709,1700000,KENNEDY,PROVIVIENDA ORIENTAL,004503053,"-74,12851314350002","4,617861650151649"
57981,1300000,KENNEDY,HIPOTECHO SUR,004551026,"-74,12811131499998","4,622062249151785"
58135,510000,KENNEDY,PROVIVIENDA ORIENTAL,004503085,"-74,129057767","4,6135713981515005"
58159,2000000,KENNEDY,VILLA ALSACIA,006512008,"-74,1292969875","4,6442659206525025"
58223,1700000,KENNEDY,MARSELLA,006502028,"-74,13123169100001","4,631031240152069"
58297,1700000,KENNEDY,PROVIVIENDA ORIENTAL,004503083,"-74,12887707499999","4,613452078651486"
58319,1500000,KENNEDY,HIPOTECHO,004501007,"-74,12998988449999","4,626735037651923"
58380,1900000,KENNEDY,HIPOTECHO OCCIDENTAL,004502040,"-74,13094300150001","4,622547812651806"
58429,1900000,KENNEDY,HIPOTECHO OCCIDENTAL,004502042,"-74,13151216450001","4,622580670151784"
58481,1900000,KENNEDY,MARSELLA,006502013,"-74,12933700299999","4,631787382652082"
58482,2100000,KENNEDY,MARSELLA,006502016,"-74,12984148200002","4,630325900152043"
58558,2100000,KENNEDY,MARSELLA,006502063,"-74,13126231799998","4,630559583152028"
58695,1900000,KENNEDY,MARSELLA,006502007,"-74,12905625200003","4,631286494652094"
58696,1700000,KENNEDY,MARSELLA,006502007,"-74,12868410299998","4,6312560601520705"
58702,510000,KENNEDY,PROVIVIENDA ORIENTAL,004503079,"-74,12968094250002","4,611310076151419"
58736,1900000,KENNEDY,MARSELLA,006502016,"-74,12942333650003","4,630473228152048"
59173,2500000,PUENTE ARANDA,PROVIVIENDA NORTE,004310005,"-74,127923496","4,611868361651441"
60256,81000,PUENTE ARANDA,PROVIVIENDA NORTE,004310001,"-74,1283858205","4,61036424265139"
60266,1020000,KENNEDY,NUEVO TECHO,006507021,"-74,13126541900002","4,6461412966525515"
60514,1700000,KENNEDY,PROVIVIENDA ORIENTAL,004503022,"-74,13191697050001","4,614512495151544"
60516,1700000,KENNEDY,PROVIVIENDA ORIENTAL,004503089,"-74,13169215799999","4,611520213651429"
60671,1500000,KENNEDY,HIPOTECHO SUR,004551065,"-74,12870204699999","4,619811372151687"
61143,1500000,KENNEDY,HIPOTECHO SUR,004551067,"-74,1279811105","4,619851068651704"
61181,1900000,KENNEDY,HIPOTECHO OCCIDENTAL,004502042,"-74,13147696200002","4,622958702651804"
61258,390000,PUENTE ARANDA,LOS EJIDOS,,"-74,10190073499999","4,618800561651666"
61262,420000,PUENTE ARANDA,PENSILVANIA,,"-74,10007885049998","4,614887955651538"
61292,540000,PUENTE ARANDA,COLON,,"-74,11508203350002","4,62299261615181"
61313,480000,PUENTE ARANDA,MONTES,,"-74,1142871275","4,614557454651521"
61323,81000,PUENTE ARANDA,CORREDOR FERREO DEL SUR,,"-74,11455200750001","4,615042680651552"
61325,1800000,TEUSAQUILLO,CIUDAD SALITRE NOR-ORIENTAL,,"-74,0987508515","4,6441273331524915"
61365,900000,PUENTE ARANDA,PUENTE ARANDA,,"-74,10528118100001","4,635334346652209"
61366,1300000,PUENTE ARANDA,PUENTE ARANDA,,"-74,103478784","4,634302539152176"
61382,480000,PUENTE ARANDA,MONTES,,"-74,113983932","4,611472941651412"
61387,495000,PUENTE ARANDA,BARCELONA,,"-74,1138330375","4,618769816151666"
61428,390000,PUENTE ARANDA,SAN RAFAEL INDUSTRIAL,,"-74,1134792155","4,626696788651923"
61449,495000,PUENTE ARANDA,BARCELONA,,"-74,1133752255","4,6194576211516996"
61488,540000,KENNEDY,HIPOTECHO SUR,,"-74,12343901749998","4,626742524151935"
61503,81000,PUENTE ARANDA,MONTES,,"-74,11399085299999","4,61147528515144"
61505,450000,PUENTE ARANDA,PRIMAVERA OCCIDENTAL,,"-74,10962688250001","4,616467230651596"
61555,390000,KENNEDY,HIPOTECHO SUR,,"-74,1271401875","4,622614732651805"
61557,76000,KENNEDY,VILLA ALSACIA,,"-74,12586520300002","4,645155890152507"
61561,76000,FONTIBON,VILLA ALSACIA,,"-74,12542252450001","4,645307084152528"
61562,450000,KENNEDY,LUSITANIA,,"-74,12504421649999","4,630737591152071"
61608,76000,KENNEDY,HIPOTECHO SUR,004551063,"-74,12595035999999","4,620807139651748"
61626,540000,KENNEDY,HIPOTECHO SUR,004551041,"-74,125522012","4,623819052651843"
61627,411000,FONTIBON,GRANJAS DE TECHO,,"-74,11743169200003","4,641000822152388"
61640,390000,PUENTE ARANDA,EL EJIDO,,"-74,09918126400001","4,622602104151802"
61681,405000,PUENTE ARANDA,BATALLON CALDAS,,"-74,100180362","4,631941385152102"
61689,510000,PUENTE ARANDA,SAN FRANCISCO,,"-74,108256458","4,625302179651891"
61691,1400000,KENNEDY,HIPOTECHO,004501087,"-74,12682986249999","4,627525062651964"
61712,465000,PUENTE ARANDA,TIBANA,,"-74,1034788755","4,61217417265146"
61724,450000,PUENTE ARANDA,PRIMAVERA OCCIDENTAL,,"-74,10871454349999","4,615742013151561"
61731,81000,PUENTE ARANDA,SAN EUSEBIO,,"-74,12529067600002","4,6105186256514195"
61757,76000,KENNEDY,HIPOTECHO SUR,004551063,"-74,12589222049999","4,620755089651726"
61771,900000,PUENTE ARANDA,PUENTE ARANDA,,"-74,1050080665","4,635106459652178"
61778,390000,PUENTE ARANDA,SALAZAR GOMEZ,,"-74,11180383749999","4,627428645651953"
61794,540000,PUENTE ARANDA,JORGE GAITAN CORTES,,"-74,11234984949999","4,609789998651394"
61801,1600000,PUENTE ARANDA,MONTES,,"-74,1131860845","4,610886527151402"
61808,495000,PUENTE ARANDA,SALAZAR GOMEZ,,"-74,1156973015","4,6350056956522065"
61814,540000,KENNEDY,HIPOTECHO SUR,004551041,"-74,125797025","4,624580879151862"
61829,1100000,KENNEDY,HIPOTECHO SUR,004551073,"-74,12441350650002","4,627822569151951"
61861,1050000,TEUSAQUILLO,CIUDAD SALITRE SUR-ORIENTAL,,"-74,0987746285","4,63922252115232"
61874,525000,PUENTE ARANDA,CENTRO INDUSTRIAL,,"-74,11122642150002","4,644222238152491"
